NDF-RT Code	NDF-RT Name
N0000169316	Ankyrins
N0000179042	annatto
N0000169585	Annexin A1
N0000169587	Annexin A2
N0000169588	Annexin A3
N0000169590	Annexin A4
N0000169589	Annexin A5
N0000169584	Annexin A6
N0000169586	Annexin A7
N0000169583	Annexins
N0000170303	Anserine
N0000171468	Ant Venoms
N0000193162	Antagomirs
N0000006006	Antazoline
N0000179396	Antazoline Hydrochloride
N0000178884	Antazoline Phosphate
N0000169932	Antennapedia Homeodomain Protein
N0000171219	Anthocyanins
N0000007574	Anthracenes
N0000007530	Anthracyclines
N0000006034	Anthralin
N0000167282	Anthramycin
N0000168351	Anthranilate Phosphoribosyltransferase
N0000168047	Anthranilate Synthase
N0000007583	Anthraquinones
N0000170890	Anthrax Vaccines
N0000178596	Anti-Mullerian Hormone
N0000011175	Antibodies
N0000169348	Antibodies, Anti-Idiotypic
N0000169361	Antibodies, Anticardiolipin
N0000171357	Antibodies, Antineutrophil Cytoplasmic
N0000169364	Antibodies, Antinuclear
N0000169360	Antibodies, Antiphospholipid
N0000169341	Antibodies, Archaeal
N0000169342	Antibodies, Bacterial
N0000169370	Antibodies, Bispecific
N0000169331	Antibodies, Blocking
N0000169369	Antibodies, Catalytic
N0000169352	Antibodies, Fungal
N0000169357	Antibodies, Helminth
N0000169371	Antibodies, Heterophile
N0000178874	Antibodies, Immobilized
N0000011174	Antibodies, Monoclonal
N0000183512	Antibodies, Monoclonal, Humanized
N0000178479	Antibodies, Monoclonal, Murine-Derived
N0000011464	Antibodies, Neoplasm
N0000180213	Antibodies, Neutralizing
N0000169330	Antibodies, Phospho-Specific
N0000169345	Antibodies, Protozoan
N0000169332	Antibodies, Viral
N0000170734	Anticodon
N0000169420	Antifreeze Proteins
N0000169424	Antifreeze Proteins, Type I
N0000169422	Antifreeze Proteins, Type II
N0000169423	Antifreeze Proteins, Type III
N0000169421	Antifreeze Proteins, Type IV
N0000193044	Antigen Peptide Transporter-1
N0000193043	Antigen Peptide Transporter-2
N0000171168	Antigen-Antibody Complex
N0000011350	Antigens
N0000171156	Antigens, Archaeal
N0000011417	Antigens, Bacterial
N0000171261	Antigens, CD
N0000171275	Antigens, CD1
N0000171269	Antigens, CD11
N0000171271	Antigens, CD11a
N0000171272	Antigens, CD11b
N0000171270	Antigens, CD11c
N0000171320	Antigens, CD13
N0000175250	Antigens, CD137
N0000171356	Antigens, CD14
N0000171264	Antigens, CD146
N0000171304	Antigens, CD147
N0000171371	Antigens, CD15
N0000183507	Antigens, CD151
N0000171295	Antigens, CD164
N0000171307	Antigens, CD18
N0000171353	Antigens, CD19
N0000178857	Antigens, CD1d
N0000171312	Antigens, CD2
N0000171352	Antigens, CD20
N0000171309	Antigens, CD24
N0000171327	Antigens, CD27
N0000183551	Antigens, CD274
N0000171287	Antigens, CD28
N0000171293	Antigens, CD29
N0000171305	Antigens, CD3
N0000171376	Antigens, CD30
N0000171355	Antigens, CD31
N0000171313	Antigens, CD34
N0000171265	Antigens, CD36
N0000171335	Antigens, CD38
N0000171300	Antigens, CD4
N0000171351	Antigens, CD40
N0000171333	Antigens, CD43
N0000171341	Antigens, CD44
N0000171324	Antigens, CD45
N0000171318	Antigens, CD46
N0000171329	Antigens, CD47
N0000171350	Antigens, CD5
N0000183478	Antigens, CD53
N0000171302	Antigens, CD55
N0000171310	Antigens, CD56
N0000171317	Antigens, CD57
N0000171278	Antigens, CD58
N0000171282	Antigens, CD59
N0000183476	Antigens, CD63
N0000171326	Antigens, CD7
N0000175225	Antigens, CD70
N0000171334	Antigens, CD79
N0000171319	Antigens, CD8
N0000171268	Antigens, CD80
N0000183477	Antigens, CD81
N0000171294	Antigens, CD82
N0000171348	Antigens, CD86
N0000183459	Antigens, CD9
N0000171280	Antigens, CD95
N0000171343	Antigens, CD98
N0000171344	Antigens, CD98 Heavy Chain
N0000171345	Antigens, CD98 Light Chains
N0000192944	Antigens, CD99
N0000171063	Antigens, Dermatophagoides
N0000171258	Antigens, Differentiation
N0000171349	Antigens, Differentiation, B-Lymphocyte
N0000171354	Antigens, Differentiation, Myelomonocytic
N0000171260	Antigens, Differentiation, T-Lymphocyte
N0000011349	Antigens, Fungal
N0000171167	Antigens, Helminth
N0000171190	Antigens, Heterophile
N0000171086	Antigens, Human Platelet
N0000171259	Antigens, Ly
N0000171084	Antigens, Neoplasm
N0000171169	Antigens, Nuclear
N0000171192	Antigens, Plant
N0000171147	Antigens, Polyomavirus Transforming
N0000171164	Antigens, Protozoan
N0000171064	Antigens, Surface
N0000171155	Antigens, T-Independent
N0000171337	Antigens, Thy-1
N0000171367	Antigens, Tumor-Associated, Carbohydrate
N0000011353	Antigens, Viral
N0000171146	Antigens, Viral, Tumor
N0000170865	Antilymphocyte Serum
N0000170291	Antimicrobial Cationic Peptides
N0000166272	Antimony
N0000006951	Antimony Potassium Tartrate
N0000168480	Antimony Sodium Gluconate
N0000167393	Antimycin A
N0000170307	Antipain
N0000169720	Antiporters
N0000007006	Antipyrine
N0000011395	Antisense Elements (Genetics)
N0000169343	Antistreptolysin
N0000007028	Antithrombin III
N0000007751	Antithrombin Proteins
N0000011211	Antitoxins
N0000170922	Antivenins
N0000171467	Apamin
N0000166283	Apatites
N0000167162	Apazone
N0000189454	Apc1 Subunit, Anaphase-Promoting Complex-Cyclosome
N0000189463	Apc10 Subunit, Anaphase-Promoting Complex-Cyclosome
N0000189459	Apc11 Subunit, Anaphase-Promoting Complex-Cyclosome
N0000189465	Apc2 Subunit, Anaphase-Promoting Complex-Cyclosome
N0000189462	Apc3 Subunit, Anaphase-Promoting Complex-Cyclosome
N0000189466	Apc4 Subunit, Anaphase-Promoting Complex-Cyclosome
N0000189467	Apc5 Subunit, Anaphase-Promoting Complex-Cyclosome
N0000189464	Apc6 Subunit, Anaphase-Promoting Complex-Cyclosome
N0000189457	Apc7 Subunit, Anaphase-Promoting Complex-Cyclosome
N0000189455	Apc8 Subunit, Anaphase-Promoting Complex-Cyclosome
N0000166364	Aphidicolin
N0000167023	Apigenin
N0000179757	apiole
N0000193142	APOBEC Deaminases
N0000193003	APOBEC-1 Deaminase
N0000193082	APOBEC-3G Deaminase
N0000169010	Apoenzymes
N0000169640	Apoferritins
N0000169008	Apolipoprotein A-I
N0000169007	Apolipoprotein A-II
N0000193066	Apolipoprotein A-V
N0000175205	Apolipoprotein B-100
N0000175204	Apolipoprotein B-48
N0000175202	Apolipoprotein C-I
N0000175201	Apolipoprotein C-II
N0000175203	Apolipoprotein C-III
N0000175199	Apolipoprotein E2
N0000175198	Apolipoprotein E3
N0000175200	Apolipoprotein E4
N0000169003	Apolipoproteins
N0000169006	Apolipoproteins A
N0000169004	Apolipoproteins B
N0000169009	Apolipoproteins C
N0000175197	Apolipoproteins D
N0000169005	Apolipoproteins E
N0000006482	Apomorphine
N0000175191	Apoprotein(a)
N0000169002	Apoproteins
N0000170493	Apoptosis Inducing Factor
N0000170486	Apoptosis Regulatory Proteins
N0000175108	Apoptosomes
N0000175218	Apoptotic Protease-Activating Factor 1
N0000007979	Aporphines
N0000006575	apraclonidine
N0000010068	aprepitant
N0000167348	Aprindine
N0000007185	Aprotinin
N0000170810	Aptamers, Nucleotide
N0000170367	Aptamers, Peptide
N0000170802	Apurinic Acid
N0000167536	Apyrase
N0000169768	Aquaglyceroporins
N0000169767	Aquaporin 1
N0000169771	Aquaporin 2
N0000169769	Aquaporin 3
N0000169766	Aquaporin 4
N0000169765	Aquaporin 5
N0000169770	Aquaporin 6
N0000169764	Aquaporins
N0000170147	Arabidopsis Proteins
N0000170788	Arabinofuranosylcytosine Triphosphate
N0000170632	Arabinofuranosyluracil
N0000007990	Arabinonucleosides
N0000011204	Arabinonucleotides
N0000168499	Arabinose
N0000169960	AraC Transcription Factor
N0000169018	Arachidonate 12-Lipoxygenase
N0000169020	Arachidonate 15-Lipoxygenase
N0000169019	Arachidonate 5-Lipoxygenase
N0000169017	Arachidonate Lipoxygenases
N0000168587	Arachidonic Acid
N0000008239	Arachidonic Acids
N0000179043	arachis oil
N0000171023	Arbaprostil
N0000006927	arbutamine
N0000168438	Arbutin
N0000169155	Archaeal Proteins
N0000006830	ardeparin
N0000167324	Arecoline
N0000007126	argatroban
N0000167687	Arginase
N0000007331	Arginine
N0000168301	Arginine Kinase
N0000011387	Arginine Vasopressin
N0000167780	Arginine-tRNA Ligase
N0000168018	Argininosuccinate Lyase
N0000167774	Argininosuccinate Synthase
N0000170232	Argininosuccinic Acid
N0000166175	Argon
N0000183511	Argonaute Proteins
N0000010069	Aripiprazole
N0000167356	Aristolochic Acids
N0000169157	Armadillo Domain Proteins
N0000166430	Armin
N0000180262	ARNTL Transcription Factors
N0000166319	Aroclors
N0000170034	Aromatase
N0000168052	Aromatic-L-Amino-Acid Decarboxylases
N0000171079	Arrestin
N0000169040	Arrestins
N0000166780	Arsanilic Acid
N0000166778	Arsenamide
N0000175178	Arsenate Reductases
N0000166776	Arsenates
N0000166775	Arsenazo III
N0000166177	Arsenic
N0000179044	arsenic trioxide
N0000008120	Arsenicals
N0000175143	Arsenite Transporting ATPases
N0000166773	Arsenites
N0000166779	Arsphenamine
N0000166625	Artemisinins
N0000179045	artesunate
N0000183537	Arthropod Proteins
N0000171459	Arthropod Venoms
N0000170041	Aryl Hydrocarbon Hydroxylases
N0000169992	Aryl Hydrocarbon Receptor Nuclear Translocator
N0000168165	Arylalkylamine N-Acetyltransferase
N0000168154	Arylamine N-Acetyltransferase
N0000167661	Aryldialkylphosphatase
N0000167677	Arylformamidase
N0000167604	Arylsulfatases
N0000008131	Arylsulfonates
N0000008283	Arylsulfonic Acids
N0000168306	Arylsulfotransferase
N0000166292	Asbestos
N0000166295	Asbestos, Amosite
N0000166293	Asbestos, Amphibole
N0000166294	Asbestos, Crocidolite
N0000166296	Asbestos, Serpentine
N0000167795	Ascorbate Oxidase
N0000183527	Ascorbate Peroxidases
N0000006439	Ascorbic Acid
N0000169160	Asialoglycoprotein Receptor
N0000169172	Asialoglycoproteins
N0000006477	Asparaginase
N0000170238	Asparagine
N0000006480	Aspartame
N0000168383	Aspartate Aminotransferase, Cytoplasmic
N0000168384	Aspartate Aminotransferase, Mitochondrial
N0000168382	Aspartate Aminotransferases
N0000168011	Aspartate Ammonia-Lyase
N0000168168	Aspartate Carbamoyltransferase
N0000168253	Aspartate Kinase
N0000167772	Aspartate-Ammonia Ligase
N0000167904	Aspartate-Semialdehyde Dehydrogenase
N0000167777	Aspartate-tRNA Ligase
N0000006508	Aspartic Acid
N0000007954	Aspartic Acid Endopeptidases
N0000180269	Aspartic Acid Proteases
N0000168254	Aspartokinase Homoserine Dehydrogenase
N0000167674	Aspartylglucosylaminase
N0000006582	Aspirin
N0000191933	Aspirin, Dipyridamole Drug Combination
N0000166178	Astatine
N0000007383	Astemizole
N0000189421	Ataxia Telangiectasia Mutated Proteins
N0000191919	Ataxin-1
N0000191990	Ataxin-10
N0000191940	Ataxin-2
N0000191995	Ataxin-3
N0000191926	Ataxin-7
N0000192012	Ataxins
N0000191946	Atazanavir Sulfate
N0000006639	Atenolol
N0000191944	Atomoxetine Hydrochloride
N0000191916	Atorvastatin Calcium
N0000005848	Atovaquone
N0000189433	ATP Binding Cassette Transporter 1
N0000193157	ATP Binding Cassette Transporter, Sub-Family G
N0000193040	ATP Binding Cassette Transporter, Sub-Family G, Member 1
N0000193097	ATP Binding Cassette Transporter, Sub-Family G, Member 2
N0000193156	ATP Binding Cassette Transporter, Sub-Family G, Member 5
N0000193155	ATP Binding Cassette Transporter, Sub-Family G, Member 8
N0000168127	ATP Citrate (pro-S)-Lyase
N0000168360	ATP Phosphoribosyltransferase
N0000168256	ATP Synthetase Complexes
N0000011431	ATP-Binding Cassette Transporters
N0000180226	ATP-Dependent Endopeptidases
N0000167596	ATP-Dependent Proteases
N0000168478	Atractyloside
N0000006674	Atracurium
N0000178886	Atracurium Besylate
N0000179742	atrasentan
N0000167165	Atrazine
N0000169446	Atrial Myosins
N0000170321	Atrial Natriuretic Factor
N0000006695	Atropine
N0000007667	Atropine Derivatives
N0000179551	Atropine Sulfate
N0000006157	attapulgite
N0000007406	Auranofin
N0000166667	Aurintricarboxylic Acid
N0000166376	Aurodox
N0000189436	Aurora Kinase A
N0000189444	Aurora Kinase B
N0000189431	Aurora Kinase C
N0000189494	Aurora Kinases
N0000006013	Aurothioglucose
N0000167172	Aurovertins
N0000171025	Autacoids
N0000169358	Autoantibodies
N0000171157	Autoantigens
N0000193148	Autophagy-Related Protein 12
N0000193079	Autophagy-Related Protein 5
N0000193083	Autophagy-Related Protein 7
N0000193149	Autophagy-Related Protein 8 Family
N0000193092	Autophagy-Related Protein-1 Homolog
N0000193174	Autophagy-Related Proteins
N0000168794	Autoreceptors
N0000178827	Autovaccines
N0000168697	Auxilins
N0000170170	Avian Proteins
N0000170139	Avidin
N0000179319	avobenzone
N0000183531	Axin Protein
N0000183499	Axin Signaling Complex
N0000180228	Axonemal Dyneins
N0000011324	Aza Compounds
N0000178749	Azabicyclo Compounds
N0000010550	Azacitidine
N0000168624	Azacosterol
N0000166991	Azaguanine
N0000166792	Azaperone
N0000170219	Azaserine
N0000007869	Azasteroids
N0000007088	azatadine
N0000005799	Azathioprine
N0000170637	Azauridine
N0000006287	azelaic acid
N0000006136	azelastine
N0000007872	Azepines
N0000170256	Azetidinecarboxylic Acid
N0000011458	Azetidines
N0000011459	Azetines
N0000011411	Azides
N0000166443	Azinphosmethyl
N0000008213	Aziridines
N0000008214	Azirines
N0000006752	Azithromycin
N0000179704	Azithromycin Dihydrate
N0000005863	Azlocillin
N0000007882	Azo Compounds
N0000167215	Azocines
N0000008217	Azoles
N0000166310	Azoxymethane
N0000005876	Aztreonam
N0000167353	Azulenes
N0000167277	Azure Stains
N0000169045	Azurin
N0000175227	B-Cell Activating Factor
N0000175253	B-Cell Activation Factor Receptor
N0000175258	B-Cell Maturation Antigen
N0000183508	B7 Antigens
N0000005940	bacampicillin
N0000006608	Bacitracin
N0000179005	Bacitracin Zinc Complex
N0000006613	Baclofen
N0000169050	Bacterial Outer Membrane Proteins
N0000011223	Bacterial Proteins
N0000169697	Bacterial Proton-Translocating ATPases
N0000191978	Bacterial Secretion Systems
N0000011475	Bacterial Toxins
N0000169556	Bacterial Transferrin Receptor Complex
N0000011277	Bacterial Vaccines
N0000169147	Bacteriochlorophyll A
N0000171204	Bacteriochlorophylls
N0000011222	Bacteriocins
N0000169693	Bacteriorhodopsins
N0000179508	baking powder
N0000005718	balsalazide
N0000008006	Balsams
N0000168538	Bambermycins
N0000006739	Barbital
N0000008016	Barbiturates
N0000166273	Barium
N0000007799	Barium Compounds
N0000166094	Barium Radioisotopes
N0000006747	Barium Sulfate
N0000179046	basic aluminum carbonate gel
N0000179232	basic fuchsin
N0000169985	Basic Helix-Loop-Helix Leucine Zipper Transcription Factors
N0000169978	Basic Helix-Loop-Helix Transcription Factors
N0000169850	Basic-Leucine Zipper Transcription Factors
N0000004374	basiliximab
N0000171436	Batrachotoxins
N0000171454	Batroxobin
N0000010507	BCG Vaccine
N0000170489	bcl-2 Homologous Antagonist-Killer Protein
N0000170490	bcl-2-Associated X Protein
N0000193004	Bcl-2-Like Protein 11
N0000170492	bcl-Associated Death Protein
N0000170488	bcl-X Protein
N0000193060	Beclin-1
N0000005706	Beclomethasone
N0000178887	Beclomethasone Dipropionate
N0000171465	Bee Venoms
N0000007261	beeswax
N0000005785	Belladonna Alkaloids
N0000167240	Bemegride
N0000005789	Benactyzine
N0000006630	benazepril
N0000169320	Bence Jones Protein
N0000166387	Bencyclane
N0000191937	Bendamustine Hydrochloride
N0000005797	Bendroflumethiazide
N0000166937	Benomyl
N0000179047	benoxinate
N0000166794	Benperidol
N0000166563	Benserazide
N0000006130	bentiromide
N0000005829	Bentonite
N0000007172	bentoquatam
N0000167350	Benz(a)Anthracenes
N0000178889	benzaldehyde
N0000167899	Benzaldehyde Dehydrogenase (NADP+)
N0000007519	Benzaldehydes
N0000178890	Benzalkonium Chloride
N0000005837	Benzalkonium Compounds
N0000007520	Benzamides
N0000007523	Benzamidines
N0000179048	Benzatropine Methanesulfonate
N0000007524	Benzazepines
N0000166974	Benzbromarone
N0000166533	Benzenaminium, 4,4'-(3-oxo-1,5-pentanediyl)bis(N,N-dimethyl-N-2-propenyl-), Dibromide
N0000166410	Benzene
N0000007525	Benzene Derivatives
N0000011341	Benzeneacetamides
N0000007527	Benzenesulfonates
N0000005872	Benzethonium
N0000179287	Benzethonium Chloride
N0000007528	Benzhydryl Compounds
N0000166407	Benzidines
N0000007535	Benzilates
N0000007536	Benzimidazoles
N0000167361	Benzo(a)pyrene
N0000167857	Benzoate 4-Monooxygenase
N0000005901	Benzoates
N0000005906	Benzocaine
N0000008139	Benzocycloheptenes
N0000007542	Benzodiazepines
N0000007547	Benzodiazepinones
N0000167113	Benzodioxoles
N0000167018	Benzoflavones
N0000007548	Benzofurans
N0000005803	Benzoic Acid
N0000005936	Benzoin
N0000179484	Benzoin Gum
N0000167091	Benzolamide
N0000007550	Benzomorphans
N0000005805	benzonatate
N0000175102	Benzophenanthridines
N0000166538	Benzophenoneidum
N0000007552	Benzophenones
N0000007553	Benzopyrans
N0000170043	Benzopyrene Hydroxylase
N0000167358	Benzopyrenes
N0000011447	Benzoquinones
N0000007554	Benzothiadiazines
N0000179049	benzothiazide
N0000167094	Benzothiazoles
N0000166938	Benzothiepins
N0000167044	Benzoxazines
N0000007555	Benzoxazoles
N0000166943	Benzoxepins
N0000005968	Benzoyl Peroxide
N0000170233	Benzoylarginine Nitroanilide
N0000170229	Benzoylarginine-2-Naphthylamide
N0000166652	Benzoylcholine
N0000005977	Benzphetamine
N0000006407	benzquinamide
N0000007558	Benztropine
N0000167053	Benzydamine
N0000179050	benzyl acetate
N0000006750	Benzyl Alcohol
N0000007562	Benzyl Alcohols
N0000006158	benzyl benzoate
N0000007563	Benzyl Compounds
N0000167227	Benzyl Viologen
N0000167823	Benzylamine Oxidase
N0000007566	Benzylamines
N0000166499	Benzylammonium Compounds
N0000008143	Benzylidene Compounds
N0000011356	Benzylisoquinolines
N0000179051	benzylpenicilloyl G polylysine
N0000166500	Bephenium Compounds
N0000006461	Bepridil
N0000006465	beractant
N0000167309	Berberine
N0000167308	Berberine Alkaloids
N0000171590	bergamot oil
N0000166263	Berkelium
N0000166277	Beryllium
N0000175328	beta 2-Glycoprotein I
N0000169400	beta 2-Microglobulin
N0000007226	beta Carotene
N0000169947	beta Catenin
N0000169677	beta Karyopherins
N0000170599	beta-Adrenergic Receptor Kinases
N0000170224	beta-Alanine
N0000168381	beta-Alanine-Pyruvate Transaminase
N0000166462	beta-Aminoethyl Isothiourea
N0000167702	beta-Amylase
N0000192983	beta-Arrestin 1
N0000192979	beta-Arrestin 2
N0000192966	beta-Arrestins
N0000167866	beta-Carotene 15,15'-Monooxygenase
N0000192997	Beta-Cryptoxanthin
N0000169031	beta-Crystallin A Chain
N0000169030	beta-Crystallin B Chain
N0000169029	beta-Crystallins
N0000168523	beta-Cyclodextrins
N0000170293	beta-Defensins
N0000170404	beta-Endorphin
N0000011271	beta-Fructofuranosidase
N0000006720	beta-Galactosidase
N0000178562	beta-Globins
N0000169396	Beta-Globulins
N0000168529	beta-Glucans
N0000179145	beta-glucono-1,5-lactone
N0000167708	beta-Glucosidase
N0000178805	beta-Hexosaminidase alpha Chain
N0000178806	beta-Hexosaminidase beta Chain
N0000175112	beta-Keratins
N0000167683	beta-Lactamases
N0000011162	beta-Lactams
N0000170341	beta-Lipotropin
N0000167729	beta-Mannosidase
N0000170378	beta-MSH
N0000167717	beta-N-Acetyl-Galactosaminidase
N0000168329	beta-N-Acetylglucosaminylglycopeptide beta-1,4-Galactosyltransferase
N0000167714	beta-N-Acetylhexosaminidases
N0000167019	beta-Naphthoflavone
N0000168658	beta-Synuclein
N0000171488	beta-Thromboglobulin
N0000167005	beta-Tocopherol
N0000169552	beta-Transducin Repeat-Containing Proteins
N0000191060	Betacellulin
N0000170249	Betacyanins
N0000167237	Betahistine
N0000179397	Betahistine Hydrochloride
N0000006734	Betaine
N0000179398	Betaine Hydrochloride
