"","Drug1","Drug2","Source","Object","Precipitant"
"1368","DB06695","DB00959","ONC-NonInteruptive","Dabigatran etexilate","Methylprednisolone"
"1369","DB00006","DB06693","ONC-NonInteruptive","Bivalirudin","Mevastatin"
"1370","DB00554","DB01297","ONC-NonInteruptive","Piroxicam","Practolol"
"1371","DB01050","DB00335","ONC-NonInteruptive","Ibuprofen","Atenolol"
"1372","DB00554","DB00521","ONC-NonInteruptive","Piroxicam","Carteolol"
"1373","DB01580","DB00279","ONC-NonInteruptive","Oxprenolol","Liothyronine"
"1374","DB00722","DB06725","ONC-NonInteruptive","Lisinopril","Lornoxicam"
"1375","DB01009","DB01359","ONC-NonInteruptive","Ketoprofen","Penbutolol"
"1376","DB01377","DB00860","ONC-NonInteruptive","Magnesium oxide","Prednisolone"
"1377","DB06695","DB00635","ONC-NonInteruptive","Dabigatran etexilate","Prednisone"
"1378","DB00264","DB01104","ONC-NonInteruptive","Metoprolol","Sertraline"
"1379","DB01136","DB01104","ONC-NonInteruptive","Carvedilol","Sertraline"
"1380","DB00492","DB00605","ONC-NonInteruptive","Fosinopril","Sulindac"
"1381","DB00304","DB00620","ONC-NonInteruptive","Desogestrel","Triamcinolone"
"1382","DB00554","DB08808","ONC-NonInteruptive","Piroxicam","Bupranolol"
"1383","DB00823","DB00741","ONC-NonInteruptive","Ethynodiol","Hydrocortisone"
"1384","DB00195","DB00622","ONC-NonInteruptive","Betaxolol","Nicardipine"
"1385","DB00335","DB00622","ONC-NonInteruptive","Atenolol","Nicardipine"
"1386","DB00784","DB01359","ONC-NonInteruptive","Mefenamic acid","Penbutolol"
"1387","DB06725","DB00960","ONC-NonInteruptive","Lornoxicam","Pindolol"
"1388","DB00278","DB00860","ONC-NonInteruptive","Argatroban","Prednisolone"
"1389","DB00880","DB00881","ONC-NonInteruptive","Chlorothiazide","Quinapril"
"1390","DB00606","DB01399","ONC-NonInteruptive","Cyclothiazide","Salsalate"
"1391","DB00482","DB01193","ONC-NonInteruptive","Celecoxib","Acebutolol"
"1392","DB00620","DB01010","ONC-NonInteruptive","Triamcinolone","Edrophonium"
"1393","DB00519","DB04743","ONC-NonInteruptive","Trandolapril","Nimesulide"
"1394","DB00682","DB00213","ONC-NonInteruptive","Warfarin","Pantoprazole"
"1395","DB00006","DB00175","ONC-NonInteruptive","Bivalirudin","Pravastatin"
"1396","DB00006","DB00635","ONC-NonInteruptive","Bivalirudin","Prednisone"
"1397","DB00261","DB00163","ONC-NonInteruptive","Anagrelide","Vitamin E"
"1398","DB00939","DB00335","ONC-NonInteruptive","Meclofenamic acid","Atenolol"
"1399","DB06725","DB08808","ONC-NonInteruptive","Lornoxicam","Bupranolol"
"1400","DB00975","DB01234","ONC-NonInteruptive","Dipyridamole","Dexamethasone"
"1401","DB00959","DB01010","ONC-NonInteruptive","Methylprednisolone","Edrophonium"
"1402","DB00519","DB00939","ONC-NonInteruptive","Trandolapril","Meclofenamic acid"
"1403","DB01129","DB01153","ONC-NonInteruptive","Rabeprazole","Sertaconazole"
"1404","DB01324","DB00500","ONC-NonInteruptive","Polythiazide","Tolmetin"
"1405","DB00790","DB00573","ONC-NonInteruptive","Perindopril","Fenoprofen"
"1406","DB01324","DB00328","ONC-NonInteruptive","Polythiazide","Indomethacin"
"1407","DB00178","DB06803","ONC-NonInteruptive","Ramipril","Niclosamide"
"1408","DB00261","DB00175","ONC-NonInteruptive","Anagrelide","Pravastatin"
"1409","DB00588","DB00545","ONC-NonInteruptive","Fluticasone Propionate","Pyridostigmine"
"1410","DB00338","DB01007","ONC-NonInteruptive","Omeprazole","Tioconazole"
"1411","DB00682","DB00443","ONC-NonInteruptive","Warfarin","Betamethasone"
"1412","DB00213","DB00257","ONC-NonInteruptive","Pantoprazole","Clotrimazole"
"1413","DB00261","DB01234","ONC-NonInteruptive","Anagrelide","Dexamethasone"
"1414","DB06228","DB00588","ONC-NonInteruptive","Rivaroxaban","Fluticasone Propionate"
"1415","DB00612","DB01104","ONC-NonInteruptive","Bisoprolol","Sertraline"
"1416","DB06228","DB00443","ONC-NonInteruptive","Rivaroxaban","Betamethasone"
"1417","DB00749","DB00612","ONC-NonInteruptive","Etodolac","Bisoprolol"
"1418","DB00749","DB08807","ONC-NonInteruptive","Etodolac","Bopindolol"
"1419","DB00465","DB01136","ONC-NonInteruptive","Ketorolac","Carvedilol"
"1420","DB00881","DB00712","ONC-NonInteruptive","Quinapril","Flurbiprofen"
"1421","DB01324","DB00465","ONC-NonInteruptive","Polythiazide","Ketorolac"
"1422","DB00999","DB00939","ONC-NonInteruptive","Hydrochlorothiazide","Meclofenamic acid"
"1423","DB04743","DB01359","ONC-NonInteruptive","Nimesulide","Penbutolol"
"1424","DB00749","DB00571","ONC-NonInteruptive","Etodolac","Propranolol"
"1425","DB00436","DB00605","ONC-NonInteruptive","Bendroflumethiazide","Sulindac"
"1426","DB00436","DB00500","ONC-NonInteruptive","Bendroflumethiazide","Tolmetin"
"1427","DB00672","DB00519","ONC-NonInteruptive","Chlorpropamide","Trandolapril"
"1428","DB01009","DB00521","ONC-NonInteruptive","Ketoprofen","Carteolol"
"1429","DB06228","DB00180","ONC-NonInteruptive","Rivaroxaban","Flunisolide"
"1430","DB00373","DB00472","ONC-NonInteruptive","Timolol","Fluoxetine"
"1431","DB00489","DB00472","ONC-NonInteruptive","Sotalol","Fluoxetine"
"1432","DB00598","DB00451","ONC-NonInteruptive","Labetalol","Levothyroxine"
"1433","DB00232","DB00722","ONC-NonInteruptive","Methyclothiazide","Lisinopril"
"1434","DB00790","DB00580","ONC-NonInteruptive","Perindopril","Valdecoxib"
"1435","DB00580","DB00264","ONC-NonInteruptive","Valdecoxib","Metoprolol"
"1436","DB00881","DB00461","ONC-NonInteruptive","Quinapril","Nabumetone"
"1437","DB00784","DB01203","ONC-NonInteruptive","Mefenamic acid","Nadolol"
"1438","DB00586","DB01359","ONC-NonInteruptive","Diclofenac","Penbutolol"
"1439","DB00790","DB00554","ONC-NonInteruptive","Perindopril","Piroxicam"
"1440","DB00584","DB00500","ONC-NonInteruptive","Enalapril","Tolmetin"
"1441","DB00443","DB01010","ONC-NonInteruptive","Betamethasone","Edrophonium"
"1442","DB08808","DB00393","ONC-NonInteruptive","Bupranolol","Nimodipine"
"1443","DB00881","DB00275","ONC-NonInteruptive","Quinapril","Olmesartan"
"1444","DB01067","DB00790","ONC-NonInteruptive","Glipizide","Perindopril"
"1445","DB00881","DB01399","ONC-NonInteruptive","Quinapril","Salsalate"
"1446","DB00612","DB00258","ONC-NonInteruptive","Bisoprolol","Calcium Acetate"
"1447","DB00178","DB00861","ONC-NonInteruptive","Ramipril","Diflunisal"
"1448","DB00749","DB00187","ONC-NonInteruptive","Etodolac","Esmolol"
"1449","DB00436","DB00749","ONC-NonInteruptive","Bendroflumethiazide","Etodolac"
"1450","DB00612","DB00176","ONC-NonInteruptive","Bisoprolol","Fluvoxamine"
"1451","DB00328","DB00598","ONC-NonInteruptive","Indomethacin","Labetalol"
"1452","DB00465","DB00264","ONC-NonInteruptive","Ketorolac","Metoprolol"
"1453","DB00335","DB00393","ONC-NonInteruptive","Atenolol","Nimodipine"
"1454","DB01580","DB00393","ONC-NonInteruptive","Oxprenolol","Nimodipine"
"1455","DB04743","DB01580","ONC-NonInteruptive","Nimesulide","Oxprenolol"
"1456","DB06695","DB00316","ONC-NonInteruptive","Dabigatran etexilate","Acetaminophen"
"1457","DB01009","DB00195","ONC-NonInteruptive","Ketoprofen","Betaxolol"
"1458","DB01590","DB01234","ONC-NonInteruptive","Everolimus","Dexamethasone"
"1459","DB01124","DB00584","ONC-NonInteruptive","Tolbutamide","Enalapril"
"1460","DB04861","DB00401","ONC-NonInteruptive","Nebivolol","Nisoldipine"
"1461","DB00586","DB01297","ONC-NonInteruptive","Diclofenac","Practolol"
"1462","DB00605","DB01297","ONC-NonInteruptive","Sulindac","Practolol"
"1463","DB01225","DB01129","ONC-NonInteruptive","Enoxaparin","Rabeprazole"
"1464","DB06725","DB00373","ONC-NonInteruptive","Lornoxicam","Timolol"
"1465","DB00722","DB00177","ONC-NonInteruptive","Lisinopril","Valsartan"
"1466","DB00784","DB01193","ONC-NonInteruptive","Mefenamic acid","Acebutolol"
"1467","DB00749","DB00866","ONC-NonInteruptive","Etodolac","Alprenolol"
"1468","DB00519","DB00945","ONC-NonInteruptive","Trandolapril","Acetylsalicylic acid"
"1469","DB00328","DB00335","ONC-NonInteruptive","Indomethacin","Atenolol"
"1470","DB01129","DB04794","ONC-NonInteruptive","Rabeprazole","Bifonazole"
"1471","DB00598","DB06724","ONC-NonInteruptive","Labetalol","Calcium carbonate"
"1472","DB00584","DB01009","ONC-NonInteruptive","Enalapril","Ketoprofen"
"1473","DB01124","DB00790","ONC-NonInteruptive","Tolbutamide","Perindopril"
"1474","DB00533","DB00960","ONC-NonInteruptive","Rofecoxib","Pindolol"
"1475","DB00635","DB00545","ONC-NonInteruptive","Prednisone","Pyridostigmine"
"1476","DB00975","DB01098","ONC-NonInteruptive","Dipyridamole","Rosuvastatin"
"1477","DB01021","DB00542","ONC-NonInteruptive","Trichlormethiazide","Benazepril"
"1478","DB00784","DB08807","ONC-NonInteruptive","Mefenamic acid","Bopindolol"
"1479","DB00960","DB00270","ONC-NonInteruptive","Pindolol","Isradipine"
"1480","DB00519","DB00465","ONC-NonInteruptive","Trandolapril","Ketorolac"
"1481","DB00521","DB00279","ONC-NonInteruptive","Carteolol","Liothyronine"
"1482","DB06228","DB00959","ONC-NonInteruptive","Rivaroxaban","Methylprednisolone"
"1483","DB01197","DB00991","ONC-NonInteruptive","Captopril","Oxaprozin"
"1484","DB00814","DB01580","ONC-NonInteruptive","Meloxicam","Oxprenolol"
"1485","DB01120","DB00178","ONC-NonInteruptive","Gliclazide","Ramipril"
"1486","DB08807","DB00381","ONC-NonInteruptive","Bopindolol","Amlodipine"
"1487","DB00571","DB06724","ONC-NonInteruptive","Propranolol","Calcium carbonate"
"1488","DB00839","DB01197","ONC-NonInteruptive","Tolazamide","Captopril"
"1489","DB00790","DB00482","ONC-NonInteruptive","Perindopril","Celecoxib"
"1490","DB01021","DB00861","ONC-NonInteruptive","Trichlormethiazide","Diflunisal"
"1491","DB01225","DB00227","ONC-NonInteruptive","Enoxaparin","Lovastatin"
"1492","DB00682","DB01129","ONC-NonInteruptive","Warfarin","Rabeprazole"
"1493","DB06228","DB00641","ONC-NonInteruptive","Rivaroxaban","Simvastatin"
"1494","DB00606","DB00580","ONC-NonInteruptive","Cyclothiazide","Valdecoxib"
"1495","DB00945","DB01193","ONC-NonInteruptive","Acetylsalicylic acid","Acebutolol"
"1496","DB00492","DB00876","ONC-NonInteruptive","Fosinopril","Eprosartan"
"1497","DB00492","DB00788","ONC-NonInteruptive","Fosinopril","Naproxen"
"1498","DB00612","DB01054","ONC-NonInteruptive","Bisoprolol","Nitrendipine"
"1499","DB00722","DB00991","ONC-NonInteruptive","Lisinopril","Oxaprozin"
"1500","DB00279","DB00641","ONC-NonInteruptive","Liothyronine","Simvastatin"
"1501","DB01285","DB01122","ONC-NonInteruptive","Corticotropin","Ambenonium"
"1502","DB00784","DB08808","ONC-NonInteruptive","Mefenamic acid","Bupranolol"
"1503","DB00261","DB00588","ONC-NonInteruptive","Anagrelide","Fluticasone Propionate"
"1504","DB00521","DB01583","ONC-NonInteruptive","Carteolol","Liotrix"
"1505","DB00722","DB00678","ONC-NonInteruptive","Lisinopril","Losartan"
"1506","DB00328","DB01203","ONC-NonInteruptive","Indomethacin","Nadolol"
"1507","DB00823","DB00860","ONC-NonInteruptive","Ethynodiol","Prednisolone"
"1508","DB00774","DB00178","ONC-NonInteruptive","Hydroflumethiazide","Ramipril"
"1509","DB00580","DB01193","ONC-NonInteruptive","Valdecoxib","Acebutolol"
"1510","DB00717","DB00588","ONC-NonInteruptive","Norethindrone","Fluticasone Propionate"
"1511","DB00542","DB01009","ONC-NonInteruptive","Benazepril","Ketoprofen"
"1512","DB00489","DB00279","ONC-NonInteruptive","Sotalol","Liothyronine"
"1513","DB00178","DB04743","ONC-NonInteruptive","Ramipril","Nimesulide"
"1514","DB01009","DB08808","ONC-NonInteruptive","Ketoprofen","Bupranolol"
"1515","DB00790","DB00749","ONC-NonInteruptive","Perindopril","Etodolac"
"1516","DB01590","DB00741","ONC-NonInteruptive","Everolimus","Hydrocortisone"
"1517","DB01324","DB00814","ONC-NonInteruptive","Polythiazide","Meloxicam"
"1518","DB00573","DB01359","ONC-NonInteruptive","Fenoprofen","Penbutolol"
"1519","DB00232","DB00500","ONC-NonInteruptive","Methyclothiazide","Tolmetin"
"1520","DB06695","DB00620","ONC-NonInteruptive","Dabigatran etexilate","Triamcinolone"
"1521","DB00264","DB00381","ONC-NonInteruptive","Metoprolol","Amlodipine"
"1522","DB06725","DB01136","ONC-NonInteruptive","Lornoxicam","Carvedilol"
"1523","DB06779","DB01234","ONC-NonInteruptive","Dalteparin","Dexamethasone"
"1524","DB00554","DB00187","ONC-NonInteruptive","Piroxicam","Esmolol"
"1525","DB06695","DB00741","ONC-NonInteruptive","Dabigatran etexilate","Hydrocortisone"
"1526","DB00999","DB00328","ONC-NonInteruptive","Hydrochlorothiazide","Indomethacin"
"1527","DB06724","DB00635","ONC-NonInteruptive","Calcium carbonate","Prednisone"
"1528","DB00861","DB00195","ONC-NonInteruptive","Diflunisal","Betaxolol"
"1529","DB00991","DB00187","ONC-NonInteruptive","Oxaprozin","Esmolol"
"1530","DB00960","DB00393","ONC-NonInteruptive","Pindolol","Nimodipine"
"1531","DB00278","DB00635","ONC-NonInteruptive","Argatroban","Prednisone"
"1532","DB00774","DB00533","ONC-NonInteruptive","Hydroflumethiazide","Rofecoxib"
"1533","DB01324","DB01399","ONC-NonInteruptive","Polythiazide","Salsalate"
"1534","DB00584","DB01399","ONC-NonInteruptive","Enalapril","Salsalate"
"1535","DB00178","DB00796","ONC-NonInteruptive","Ramipril","Candesartan"
"1536","DB00304","DB01234","ONC-NonInteruptive","Desogestrel","Dexamethasone"
"1537","DB01324","DB00586","ONC-NonInteruptive","Polythiazide","Diclofenac"
"1538","DB00722","DB00749","ONC-NonInteruptive","Lisinopril","Etodolac"
"1539","DB00682","DB00180","ONC-NonInteruptive","Warfarin","Flunisolide"
"1540","DB00866","DB00472","ONC-NonInteruptive","Alprenolol","Fluoxetine"
"1541","DB00264","DB00279","ONC-NonInteruptive","Metoprolol","Liothyronine"
"1542","DB06695","DB00227","ONC-NonInteruptive","Dabigatran etexilate","Lovastatin"
"1543","DB00492","DB00814","ONC-NonInteruptive","Fosinopril","Meloxicam"
"1544","DB00861","DB04861","ONC-NonInteruptive","Diflunisal","Nebivolol"
"1545","DB01297","DB01104","ONC-NonInteruptive","Practolol","Sertraline"
"1546","DB01399","DB00195","ONC-NonInteruptive","Salsalate","Betaxolol"
"1547","DB01129","DB00639","ONC-NonInteruptive","Rabeprazole","Butoconazole"
"1548","DB01203","DB00258","ONC-NonInteruptive","Nadolol","Calcium Acetate"
"1549","DB01251","DB00584","ONC-NonInteruptive","Gliquidone","Enalapril"
"1550","DB00774","DB00492","ONC-NonInteruptive","Hydroflumethiazide","Fosinopril"
"1551","DB00722","DB01050","ONC-NonInteruptive","Lisinopril","Ibuprofen"
"1552","DB00814","DB01203","ONC-NonInteruptive","Meloxicam","Nadolol"
"1553","DB00436","DB04743","ONC-NonInteruptive","Bendroflumethiazide","Nimesulide"
"1554","DB00519","DB00991","ONC-NonInteruptive","Trandolapril","Oxaprozin"
"1555","DB06695","DB01098","ONC-NonInteruptive","Dabigatran etexilate","Rosuvastatin"
"1556","DB00790","DB00177","ONC-NonInteruptive","Perindopril","Valsartan"
"1557","DB00482","DB00195","ONC-NonInteruptive","Celecoxib","Betaxolol"
"1558","DB00880","DB01197","ONC-NonInteruptive","Chlorothiazide","Captopril"
"1559","DB00465","DB00521","ONC-NonInteruptive","Ketorolac","Carteolol"
"1560","DB00586","DB00598","ONC-NonInteruptive","Diclofenac","Labetalol"
"1561","DB00187","DB01054","ONC-NonInteruptive","Esmolol","Nitrendipine"
"1562","DB00712","DB00373","ONC-NonInteruptive","Flurbiprofen","Timolol"
"1563","DB06779","DB00620","ONC-NonInteruptive","Dalteparin","Triamcinolone"
"1564","DB00749","DB08808","ONC-NonInteruptive","Etodolac","Bupranolol"
"1565","DB00489","DB00215","ONC-NonInteruptive","Sotalol","Citalopram"
"1566","DB00001","DB00180","ONC-NonInteruptive","Lepirudin","Flunisolide"
"1567","DB00187","DB00401","ONC-NonInteruptive","Esmolol","Nisoldipine"
"1568","DB00492","DB00554","ONC-NonInteruptive","Fosinopril","Piroxicam"
"1569","DB00672","DB00178","ONC-NonInteruptive","Chlorpropamide","Ramipril"
"1570","DB00489","DB00258","ONC-NonInteruptive","Sotalol","Calcium Acetate"
"1571","DB01285","DB01010","ONC-NonInteruptive","Corticotropin","Edrophonium"
"1572","DB01109","DB00588","ONC-NonInteruptive","Heparin","Fluticasone Propionate"
"1573","DB00682","DB00959","ONC-NonInteruptive","Warfarin","Methylprednisolone"
"1574","DB01021","DB00554","ONC-NonInteruptive","Trichlormethiazide","Piroxicam"
"1575","DB01289","DB00178","ONC-NonInteruptive","Glisoxepide","Ramipril"
"1576","DB00294","DB00443","ONC-NonInteruptive","Etonogestrel","Betamethasone"
"1577","DB00232","DB01197","ONC-NonInteruptive","Methyclothiazide","Captopril"
"1578","DB01136","DB00215","ONC-NonInteruptive","Carvedilol","Citalopram"
"1579","DB01197","DB00586","ONC-NonInteruptive","Captopril","Diclofenac"
"1580","DB00960","DB01175","ONC-NonInteruptive","Pindolol","Escitalopram"
"1581","DB00960","DB00472","ONC-NonInteruptive","Pindolol","Fluoxetine"
"1582","DB00519","DB00580","ONC-NonInteruptive","Trandolapril","Valdecoxib"
"1583","DB00461","DB00866","ONC-NonInteruptive","Nabumetone","Alprenolol"
"1584","DB08808","DB06724","ONC-NonInteruptive","Bupranolol","Calcium carbonate"
"1585","DB00880","DB00712","ONC-NonInteruptive","Chlorothiazide","Flurbiprofen"
"1586","DB01297","DB00176","ONC-NonInteruptive","Practolol","Fluvoxamine"
"1587","DB00814","DB00264","ONC-NonInteruptive","Meloxicam","Metoprolol"
"1588","DB00482","DB01203","ONC-NonInteruptive","Celecoxib","Nadolol"
"1589","DB00461","DB00960","ONC-NonInteruptive","Nabumetone","Pindolol"
"1590","DB00278","DB01129","ONC-NonInteruptive","Argatroban","Rabeprazole"
"1591","DB00373","DB00381","ONC-NonInteruptive","Timolol","Amlodipine"
"1592","DB01390","DB01234","ONC-NonInteruptive","Sodium bicarbonate","Dexamethasone"
"1593","DB01324","DB00584","ONC-NonInteruptive","Polythiazide","Enalapril"
"1594","DB00232","DB01009","ONC-NonInteruptive","Methyclothiazide","Ketoprofen"
"1595","DB00945","DB01203","ONC-NonInteruptive","Acetylsalicylic acid","Nadolol"
"1596","DB00489","DB00401","ONC-NonInteruptive","Sotalol","Nisoldipine"
"1597","DB00571","DB00715","ONC-NonInteruptive","Propranolol","Paroxetine"
"1598","DB00749","DB00960","ONC-NonInteruptive","Etodolac","Pindolol"
"1599","DB00304","DB00635","ONC-NonInteruptive","Desogestrel","Prednisone"
"1600","DB01021","DB00482","ONC-NonInteruptive","Trichlormethiazide","Celecoxib"
"1601","DB00991","DB01580","ONC-NonInteruptive","Oxaprozin","Oxprenolol"
"1602","DB01234","DB00981","ONC-NonInteruptive","Dexamethasone","Physostigmine"
"1603","DB01324","DB00533","ONC-NonInteruptive","Polythiazide","Rofecoxib"
"1604","DB00261","DB00620","ONC-NonInteruptive","Anagrelide","Triamcinolone"
"1605","DB00975","DB00316","ONC-NonInteruptive","Dipyridamole","Acetaminophen"
"1606","DB01324","DB00861","ONC-NonInteruptive","Polythiazide","Diflunisal"
"1607","DB00264","DB00472","ONC-NonInteruptive","Metoprolol","Fluoxetine"
"1608","DB00788","DB00598","ONC-NonInteruptive","Naproxen","Labetalol"
"1609","DB01193","DB01583","ONC-NonInteruptive","Acebutolol","Liotrix"
"1610","DB00542","DB00784","ONC-NonInteruptive","Benazepril","Mefenamic acid"
"1611","DB01009","DB01580","ONC-NonInteruptive","Ketoprofen","Oxprenolol"
"1612","DB00788","DB00489","ONC-NonInteruptive","Naproxen","Sotalol"
"1613","DB00222","DB00519","ONC-NonInteruptive","Glimepiride","Trandolapril"
"1614","DB00630","DB06724","ONC-NonInteruptive","Alendronate","Calcium carbonate"
"1615","DB00436","DB00584","ONC-NonInteruptive","Bendroflumethiazide","Enalapril"
"1616","DB00861","DB00598","ONC-NonInteruptive","Diflunisal","Labetalol"
"1617","DB00261","DB00448","ONC-NonInteruptive","Anagrelide","Lansoprazole"
"1618","DB00232","DB00939","ONC-NonInteruptive","Methyclothiazide","Meclofenamic acid"
"1619","DB00790","DB00991","ONC-NonInteruptive","Perindopril","Oxaprozin"
"1620","DB00328","DB01359","ONC-NonInteruptive","Indomethacin","Penbutolol"
"1621","DB01324","DB00790","ONC-NonInteruptive","Polythiazide","Perindopril"
"1622","DB00774","DB00881","ONC-NonInteruptive","Hydroflumethiazide","Quinapril"
"1623","DB00465","DB00373","ONC-NonInteruptive","Ketorolac","Timolol"
"1624","DB00554","DB08807","ONC-NonInteruptive","Piroxicam","Bopindolol"
"1625","DB00436","DB00482","ONC-NonInteruptive","Bendroflumethiazide","Celecoxib"
"1626","DB00880","DB00749","ONC-NonInteruptive","Chlorothiazide","Etodolac"
"1627","DB00774","DB00573","ONC-NonInteruptive","Hydroflumethiazide","Fenoprofen"
"1628","DB00519","DB00712","ONC-NonInteruptive","Trandolapril","Flurbiprofen"
"1629","DB00001","DB00588","ONC-NonInteruptive","Lepirudin","Fluticasone Propionate"
"1630","DB00866","DB00451","ONC-NonInteruptive","Alprenolol","Levothyroxine"
"1631","DB00749","DB01203","ONC-NonInteruptive","Etodolac","Nadolol"
"1632","DB00521","DB00393","ONC-NonInteruptive","Carteolol","Nimodipine"
"1633","DB00279","DB00175","ONC-NonInteruptive","Liothyronine","Pravastatin"
"1634","DB00790","DB01399","ONC-NonInteruptive","Perindopril","Salsalate"
"1635","DB00001","DB00741","ONC-NonInteruptive","Lepirudin","Hydrocortisone"
"1636","DB00448","DB01110","ONC-NonInteruptive","Lansoprazole","Miconazole"
"1637","DB01590","DB00860","ONC-NonInteruptive","Everolimus","Prednisolone"
"1638","DB00717","DB00860","ONC-NonInteruptive","Norethindrone","Prednisolone"
"1639","DB00774","DB00500","ONC-NonInteruptive","Hydroflumethiazide","Tolmetin"
"1640","DB00722","DB00580","ONC-NonInteruptive","Lisinopril","Valdecoxib"
"1641","DB00586","DB01193","ONC-NonInteruptive","Diclofenac","Acebutolol"
"1642","DB00991","DB08807","ONC-NonInteruptive","Oxaprozin","Bopindolol"
"1643","DB00584","DB00749","ONC-NonInteruptive","Enalapril","Etodolac"
"1644","DB01289","DB00722","ONC-NonInteruptive","Glisoxepide","Lisinopril"
"1645","DB00278","DB06693","ONC-NonInteruptive","Argatroban","Mevastatin"
"1646","DB00261","DB06693","ONC-NonInteruptive","Anagrelide","Mevastatin"
"1647","DB00264","DB01054","ONC-NonInteruptive","Metoprolol","Nitrendipine"
"1648","DB06228","DB00213","ONC-NonInteruptive","Rivaroxaban","Pantoprazole"
"1649","DB00492","DB00533","ONC-NonInteruptive","Fosinopril","Rofecoxib"
"1650","DB00945","DB00373","ONC-NonInteruptive","Acetylsalicylic acid","Timolol"
"1651","DB01193","DB00215","ONC-NonInteruptive","Acebutolol","Citalopram"
"1652","DB00861","DB00187","ONC-NonInteruptive","Diflunisal","Esmolol"
"1653","DB00006","DB00741","ONC-NonInteruptive","Bivalirudin","Hydrocortisone"
"1654","DB00991","DB00598","ONC-NonInteruptive","Oxaprozin","Labetalol"
"1655","DB00861","DB08808","ONC-NonInteruptive","Diflunisal","Bupranolol"
"1656","DB00436","DB01050","ONC-NonInteruptive","Bendroflumethiazide","Ibuprofen"
"1657","DB01050","DB01203","ONC-NonInteruptive","Ibuprofen","Nadolol"
"1658","DB01109","DB00213","ONC-NonInteruptive","Heparin","Pantoprazole"
"1659","DB00939","DB00571","ONC-NonInteruptive","Meclofenamic acid","Propranolol"
"1660","DB00554","DB00489","ONC-NonInteruptive","Piroxicam","Sotalol"
"1661","DB01124","DB00519","ONC-NonInteruptive","Tolbutamide","Trandolapril"
"1662","DB06605","DB00443","ONC-NonInteruptive","Apixaban","Betamethasone"
"1663","DB00749","DB00521","ONC-NonInteruptive","Etodolac","Carteolol"
"1664","DB00500","DB01136","ONC-NonInteruptive","Tolmetin","Carvedilol"
"1665","DB00880","DB00586","ONC-NonInteruptive","Chlorothiazide","Diclofenac"
"1666","DB00598","DB01023","ONC-NonInteruptive","Labetalol","Felodipine"
"1667","DB00960","DB01583","ONC-NonInteruptive","Pindolol","Liotrix"
"1668","DB01324","DB04743","ONC-NonInteruptive","Polythiazide","Nimesulide"
"1669","DB06228","DB00338","ONC-NonInteruptive","Rivaroxaban","Omeprazole"
"1670","DB00178","DB00945","ONC-NonInteruptive","Ramipril","Acetylsalicylic acid"
"1671","DB00278","DB01234","ONC-NonInteruptive","Argatroban","Dexamethasone"
"1672","DB01197","DB00275","ONC-NonInteruptive","Captopril","Olmesartan"
"1673","DB00774","DB00554","ONC-NonInteruptive","Hydroflumethiazide","Piroxicam"
"1674","DB01399","DB01193","ONC-NonInteruptive","Salsalate","Acebutolol"
"1675","DB00338","DB00829","ONC-NonInteruptive","Omeprazole","Diazepam"
"1676","DB00178","DB00328","ONC-NonInteruptive","Ramipril","Indomethacin"
"1677","DB01193","DB00279","ONC-NonInteruptive","Acebutolol","Liothyronine"
"1678","DB04861","DB01583","ONC-NonInteruptive","Nebivolol","Liotrix"
"1679","DB01324","DB00784","ONC-NonInteruptive","Polythiazide","Mefenamic acid"
"1680","DB00749","DB00264","ONC-NonInteruptive","Etodolac","Metoprolol"
"1681","DB00959","DB01400","ONC-NonInteruptive","Methylprednisolone","Neostigmine"
"1682","DB00612","DB01115","ONC-NonInteruptive","Bisoprolol","Nifedipine"
"1683","DB00278","DB00163","ONC-NonInteruptive","Argatroban","Vitamin E"
"1684","DB00006","DB01076","ONC-NonInteruptive","Bivalirudin","Atorvastatin"
"1685","DB00606","DB00584","ONC-NonInteruptive","Cyclothiazide","Enalapril"
"1686","DB00722","DB00573","ONC-NonInteruptive","Lisinopril","Fenoprofen"
"1687","DB00489","DB00451","ONC-NonInteruptive","Sotalol","Levothyroxine"
"1688","DB06779","DB00959","ONC-NonInteruptive","Dalteparin","Methylprednisolone"
"1689","DB01324","DB00461","ONC-NonInteruptive","Polythiazide","Nabumetone"
"1690","DB08807","DB01115","ONC-NonInteruptive","Bopindolol","Nifedipine"
"1691","DB01136","DB00715","ONC-NonInteruptive","Carvedilol","Paroxetine"
"1692","DB00945","DB01359","ONC-NonInteruptive","Acetylsalicylic acid","Penbutolol"
"1693","DB00573","DB00612","ONC-NonInteruptive","Fenoprofen","Bisoprolol"
"1694","DB00741","DB01010","ONC-NonInteruptive","Hydrocortisone","Edrophonium"
"1695","DB01120","DB00584","ONC-NonInteruptive","Gliclazide","Enalapril"
"1696","DB00436","DB00328","ONC-NonInteruptive","Bendroflumethiazide","Indomethacin"
"1697","DB01359","DB01583","ONC-NonInteruptive","Penbutolol","Liotrix"
"1698","DB08807","DB00715","ONC-NonInteruptive","Bopindolol","Paroxetine"
"1699","DB00788","DB01359","ONC-NonInteruptive","Naproxen","Penbutolol"
"1700","DB00232","DB00881","ONC-NonInteruptive","Methyclothiazide","Quinapril"
"1701","DB00999","DB00945","ONC-NonInteruptive","Hydrochlorothiazide","Acetylsalicylic acid"
"1702","DB00261","DB01076","ONC-NonInteruptive","Anagrelide","Atorvastatin"
